"District","Thana","EIIN","College Name","Shift","Version","Group Name","Gender","Min GPA","Own GPA","SQ GPA","Available Seat"
"Dhaka (out side Mahanagari)","Savar","108459","savar cantonment public school and college","Day","Bangla","Science","Co-Edu","5.00","4.50","1.00","350"
"Dhaka (out side Mahanagari)","Savar","108459","savar cantonment public school and college","Day","English","Science","Co-Edu","4.00","4.00","1.00","60"
"Dhaka (out side Mahanagari)","Savar","108459","savar cantonment public school and college","Day","Bangla","Business Studies","Co-Edu","4.00","4.00","1.00","160"
"Dhaka (out side Mahanagari)","Savar","138811","savar city college","Day","Bangla","Science","Co-Edu","2.50","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","138811","savar city college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","138811","savar city college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","200"
"Dhaka (out side Mahanagari)","Savar","108453","savar govt. college","Day","Bangla","Business Studies","Co-Edu","3.50","0.00","0.00","540"
"Dhaka (out side Mahanagari)","Savar","108453","savar govt. college","Day","Bangla","Humanities","Co-Edu","3.00","0.00","0.00","640"
"Dhaka (out side Mahanagari)","Savar","108453","savar govt. college","Day","Bangla","Science","Co-Edu","4.00","0.00","0.00","400"
"Dhaka (out side Mahanagari)","Savar","131845","savar laboratory college","Day","Bangla","Business Studies","Co-Edu","2.50","1.00","0.00","175"
"Dhaka (out side Mahanagari)","Savar","131845","savar laboratory college","Day","Bangla","Science","Co-Edu","3.50","1.00","0.00","400"
"Dhaka (out side Mahanagari)","Savar","131845","savar laboratory college","Day","Bangla","Humanities","Co-Edu","2.20","1.00","0.00","350"
"Dhaka (out side Mahanagari)","Savar","108451","savar model college","Day","Bangla","Business Studies","Co-Edu","3.00","0.00","0.00","300"
"Dhaka (out side Mahanagari)","Savar","108451","savar model college","Day","Bangla","Humanities","Co-Edu","3.00","0.00","0.00","300"
"Dhaka (out side Mahanagari)","Savar","108451","savar model college","Day","Bangla","Science","Co-Edu","4.00","0.00","0.00","360"
"Dhaka (out side Mahanagari)","Savar","134152","sena public school and college","Day","Bangla","Science","Co-Edu","5.00","4.75","1.00","260"
"Dhaka (out side Mahanagari)","Savar","130700","st. josephs high school and college dharenda","Morning","Bangla","Science","Female","3.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","130700","st. josephs high school and college dharenda","Morning","Bangla","Humanities","Female","2.50","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","130700","st. josephs high school and college dharenda","Morning","Bangla","Business Studies","Female","3.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","138235","tangail residential college","Day","Bangla","Business Studies","Co-Edu","2.50","1.00","0.00","75"
"Dhaka (out side Mahanagari)","Savar","138235","tangail residential college","Day","Bangla","Science","Co-Edu","3.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","138235","tangail residential college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","80"
"Dhaka (out side Mahanagari)","Savar","108448","tetuljhora college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","250"
"Dhaka (out side Mahanagari)","Savar","108448","tetuljhora college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","108448","tetuljhora college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","70"
"Dhaka (out side Mahanagari)","Savar","108454","zirabo dewan idris college  savar","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","108454","zirabo dewan idris college  savar","Day","Bangla","Humanities","Co-Edu","2.50","0.00","0.00","200"
"Dhaka (out side Mahanagari)","Savar","108454","zirabo dewan idris college  savar","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Turag","136942","amzad ideal college","Morning","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","75"
"Dhaka Mahanagari","Badda","108022","ananda nagar adarsha school and college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","80"
"Dhaka Mahanagari","Badda","108022","ananda nagar adarsha school and college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","80"
"Dhaka Mahanagari","Badda","108022","ananda nagar adarsha school and college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","80"
"Dhaka Mahanagari","Badda","107825","badda girls high school and college","Day","Bangla","Science","Female","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Badda","107825","badda girls high school and college","Day","Bangla","Humanities","Female","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Badda","107825","badda girls high school and college","Day","Bangla","Business Studies","Female","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Badda","107974","dhaka imperial college","Morning","Bangla","Business Studies","Co-Edu","3.50","0.00","0.00","450"
"Dhaka Mahanagari","Badda","107974","dhaka imperial college","Morning","Bangla","Humanities","Co-Edu","3.25","0.00","0.00","250"
"Dhaka Mahanagari","Badda","107974","dhaka imperial college","Morning","Bangla","Science","Co-Edu","4.72","0.00","0.00","1000"
"Dhaka Mahanagari","Badda","131904","gulshan commerce college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","800"
"Dhaka Mahanagari","Badda","134620","harvard international college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Badda","134620","harvard international college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Badda","134620","harvard international college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Badda","136858","monpura college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","80"
"Dhaka Mahanagari","Badda","136858","monpura college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","75"
"Dhaka Mahanagari","Badda","136858","monpura college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","75"
"Dhaka Mahanagari","Badda","131945","national college","Morning","Bangla","Science","Co-Edu","3.30","1.00","0.00","150"
"Dhaka Mahanagari","Badda","131945","national college","Morning","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","150"
"Dhaka Mahanagari","Badda","131945","national college","Morning","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","150"
"Dhaka Mahanagari","Badda","134219","queen mary college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","100"
"Dhaka Mahanagari","Badda","134219","queen mary college","Day","Bangla","Science","Co-Edu","2.00","1.00","0.00","50"
"Dhaka Mahanagari","Badda","136913","rotnogorva farida zaman school & college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Badda","136913","rotnogorva farida zaman school & college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Badda","136913","rotnogorva farida zaman school & college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Badda","108021","satarkul school & college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","100"
"Dhaka Mahanagari","Badda","108021","satarkul school & college","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","50"
"Dhaka Mahanagari","Badda","136872","the excellent college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Dhaka Mahanagari","Badda","136872","the excellent college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","50"
"Dhaka Mahanagari","Badda","136285","udayan ideal college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Dhaka Mahanagari","Badda","136285","udayan ideal college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","50"
"Dhaka Mahanagari","Badda","136285","udayan ideal college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Dhaka Mahanagari","Cantonment","107855","adamjee cantonment college","Morning","English","Science","Co-Edu","5.00","0.00","1.00","450"
"Dhaka Mahanagari","Cantonment","107855","adamjee cantonment college","Morning","Bangla","Science","Co-Edu","5.00","0.00","1.00","1600"
"Dhaka Mahanagari","Cantonment","107855","adamjee cantonment college","Morning","Bangla","Humanities","Co-Edu","4.75","0.00","1.00","110"
"Dhaka Mahanagari","Cantonment","107855","adamjee cantonment college","Morning","Bangla","Business Studies","Co-Edu","4.50","0.00","1.00","320"
"Dhaka Mahanagari","Cantonment","107855","adamjee cantonment college","Morning","English","Business Studies","Co-Edu","4.50","0.00","1.00","110"
"Dhaka Mahanagari","Cantonment","107858","b a f shaheen college dhaka","Morning","English","Science","Co-Edu","5.00","4.00","4.00","165"
"Dhaka Mahanagari","Cantonment","107858","b a f shaheen college dhaka","Morning","English","Business Studies","Co-Edu","4.50","3.50","3.50","150"
"Dhaka Mahanagari","Cantonment","107858","b a f shaheen college dhaka","Morning","Bangla","Business Studies","Co-Edu","4.50","3.50","3.50","560"
"Dhaka Mahanagari","Cantonment","107858","b a f shaheen college dhaka","Morning","Bangla","Humanities","Co-Edu","3.50","2.50","2.50","323"
"Dhaka Mahanagari","Cantonment","107858","b a f shaheen college dhaka","Morning","Bangla","Science","Co-Edu","5.00","3.50","3.50","1130"
"Dhaka Mahanagari","Cantonment","107859","b. a. f. shaheen college (kurmitola)","Morning","English","Science","Co-Edu","5.00","4.75","4.75","125"
"Dhaka Mahanagari","Cantonment","107859","b. a. f. shaheen college (kurmitola)","Morning","Bangla","Science","Co-Edu","5.00","4.75","4.75","800"
"Dhaka Mahanagari","Cantonment","107859","b. a. f. shaheen college (kurmitola)","Morning","Bangla","Humanities","Co-Edu","4.00","3.75","3.75","250"
"Dhaka Mahanagari","Cantonment","107859","b. a. f. shaheen college (kurmitola)","Morning","Bangla","Business Studies","Co-Edu","4.50","4.00","4.00","275"
"Dhaka Mahanagari","Cantonment","133937","bangladesh international school & college  mohakhali","Morning","English","Science","Co-Edu","4.80","1.00","1.00","220"
"Dhaka Mahanagari","Cantonment","138186","bangladesh international school & college  nirjhor","Morning","English","Science","Co-Edu","5.00","4.75","1.00","140"
"Dhaka Mahanagari","Cantonment","133988","baridhara scholars international school and college","Morning","English","Science","Co-Edu","4.50","1.00","1.00","50"
"Dhaka Mahanagari","Cantonment","108543","civil aviation school and college kurmitola","Day","Bangla","Humanities","Co-Edu","3.00","3.00","3.00","130"
"Dhaka Mahanagari","Cantonment","108543","civil aviation school and college kurmitola","Day","Bangla","Science","Co-Edu","4.00","3.50","3.50","250"
"Dhaka Mahanagari","Cantonment","108543","civil aviation school and college kurmitola","Day","Bangla","Business Studies","Co-Edu","3.50","3.00","3.00","100"
"Dhaka Mahanagari","Cantonment","132090","dhaka cant. girls public school & college","Morning","Bangla","Science","Female","5.00","4.75","1.00","420"
"Dhaka Mahanagari","Cantonment","132090","dhaka cant. girls public school & college","Morning","Bangla","Business Studies","Female","4.25","3.75","1.00","250"
"Dhaka Mahanagari","Cantonment","132090","dhaka cant. girls public school & college","Morning","English","Science","Female","5.00","4.75","1.00","75"
"Dhaka Mahanagari","Cantonment","138185","nirjhor cantonment public school & college","Day","Bangla","Business Studies","Co-Edu","4.20","4.00","1.00","75"
"Dhaka Mahanagari","Cantonment","138185","nirjhor cantonment public school & college","Day","Bangla","Science","Co-Edu","5.00","4.70","1.00","265"
"Dhaka Mahanagari","Cantonment","107854","noubahini college  dhaka","Morning","Bangla","Humanities","Co-Edu","4.00","1.00","3.00","120"
"Dhaka Mahanagari","Cantonment","107854","noubahini college  dhaka","Morning","Bangla","Business Studies","Co-Edu","4.25","1.00","3.50","390"
"Dhaka Mahanagari","Cantonment","107854","noubahini college  dhaka","Morning","Bangla","Science","Co-Edu","5.00","1.00","4.50","460"
"Dhaka Mahanagari","Cantonment","132143","shaheed bir uttam lt anwar girls college","Morning","English","Science","Female","5.00","4.00","1.00","100"
"Dhaka Mahanagari","Cantonment","132143","shaheed bir uttam lt anwar girls college","Morning","Bangla","Science","Female","5.00","4.00","1.00","630"
"Dhaka Mahanagari","Cantonment","132143","shaheed bir uttam lt anwar girls college","Morning","Bangla","Business Studies","Female","3.50","3.25","1.00","350"
"Dhaka Mahanagari","Cantonment","132143","shaheed bir uttam lt anwar girls college","Morning","Bangla","Humanities","Female","3.50","3.50","1.00","200"
"Dhaka Mahanagari","Cantonment","107857","shaheed ramiz uddin cantonment college","Morning","Bangla","Science","Co-Edu","4.50","0.00","1.00","320"
"Dhaka Mahanagari","Cantonment","107857","shaheed ramiz uddin cantonment college","Morning","Bangla","Humanities","Co-Edu","3.00","0.00","1.00","240"
"Dhaka Mahanagari","Cantonment","107857","shaheed ramiz uddin cantonment college","Morning","Bangla","Business Studies","Co-Edu","3.50","0.00","1.00","240"
"Dhaka Mahanagari","Dakshinkhan","107979","dhaka presidency college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Dakshinkhan","107979","dhaka presidency college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Dakshinkhan","107979","dhaka presidency college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Dakshinkhan","136579","jatir janak bangabandhu sheikh mujibur rahman govt. college","Day","Bangla","Science","Co-Edu","4.50","0.00","0.00","350"
"Dhaka Mahanagari","Dakshinkhan","136579","jatir janak bangabandhu sheikh mujibur rahman govt. college","Day","Bangla","Business Studies","Co-Edu","4.00","0.00","0.00","350"
"Dhaka Mahanagari","Dakshinkhan","136579","jatir janak bangabandhu sheikh mujibur rahman govt. college","Day","Bangla","Humanities","Co-Edu","3.00","0.00","0.00","320"
"Dhaka Mahanagari","Dakshinkhan","137368","k c model college","Day","Bangla","Science","Co-Edu","3.50","3.50","0.00","100"
"Dhaka Mahanagari","Dakshinkhan","137368","k c model college","Day","English","Business Studies","Co-Edu","3.00","3.00","0.00","50"
"Dhaka Mahanagari","Dakshinkhan","137368","k c model college","Day","English","Humanities","Co-Edu","3.00","3.00","0.00","50"
"Dhaka Mahanagari","Dakshinkhan","137368","k c model college","Day","English","Science","Co-Edu","3.50","3.50","0.00","50"
"Dhaka Mahanagari","Dakshinkhan","137368","k c model college","Day","Bangla","Humanities","Co-Edu","3.00","3.00","0.00","75"
"Dhaka Mahanagari","Dakshinkhan","137368","k c model college","Day","Bangla","Business Studies","Co-Edu","3.00","3.00","0.00","100"
"Dhaka Mahanagari","Dakshinkhan","134195","mascot innovative college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","150"
"Dhaka Mahanagari","Dakshinkhan","134195","mascot innovative college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","100"
"Dhaka Mahanagari","Dakshinkhan","134195","mascot innovative college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","50"
"Dhaka Mahanagari","Dakshinkhan","136844","milestone college uttara","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","50"
"Dhaka Mahanagari","Dakshinkhan","136844","milestone college uttara","Day","Bangla","Science","Co-Edu","4.00","0.00","0.00","200"
"Dhaka Mahanagari","Demra","108481","a. k. high school and college  dania","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","170"
"Dhaka Mahanagari","Demra","108481","a. k. high school and college  dania","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","175"
"Dhaka Mahanagari","Demra","108481","a. k. high school and college  dania","Day","Bangla","Science","Co-Edu","2.50","1.00","0.00","100"
